,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
3901,28,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri,142.0,2,999,0,nonexistent,no
3902,43,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,thu,255.0,1,999,0,nonexistent,no
3903,37,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,623.0,1,999,0,nonexistent,no
3904,43,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,36.0,5,999,1,failure,no
3905,35,technician,married,professional.course,no,yes,yes,cellular,aug,mon,228.0,1,999,0,nonexistent,no
3906,33,admin.,married,university.degree,no,no,no,telephone,may,fri,243.0,2,999,0,nonexistent,no
3907,24,admin.,single,high.school,no,yes,no,cellular,jul,thu,165.0,2,999,0,nonexistent,no
3908,43,blue-collar,married,basic.9y,no,no,yes,cellular,jul,tue,148.0,2,999,0,nonexistent,no
3909,49,entrepreneur,married,university.degree,no,yes,no,telephone,nov,mon,118.0,1,999,0,nonexistent,no
3910,48,services,married,basic.9y,no,yes,yes,cellular,jul,wed,51.0,5,999,0,nonexistent,no
3911,42,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,730.0,1,999,0,nonexistent,yes
3912,20,student,single,high.school,no,yes,yes,cellular,jul,tue,136.0,4,999,0,nonexistent,no
3913,42,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,361.0,1,999,1,failure,no
3914,47,admin.,single,high.school,no,yes,no,cellular,may,mon,911.0,3,999,0,nonexistent,yes
3915,35,housemaid,married,basic.4y,no,no,no,telephone,may,thu,646.0,3,999,0,nonexistent,yes
3916,33,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,165.0,1,999,0,nonexistent,no
3917,39,entrepreneur,single,basic.6y,no,no,no,telephone,jun,thu,1053.0,2,999,0,nonexistent,yes
3918,34,technician,married,professional.course,no,yes,no,cellular,nov,tue,336.0,4,999,0,nonexistent,yes
3919,38,blue-collar,divorced,high.school,no,yes,no,cellular,jul,mon,91.0,2,999,0,nonexistent,no
3920,40,admin.,married,high.school,no,no,no,cellular,nov,mon,53.0,1,999,0,nonexistent,no
3921,36,housemaid,married,basic.4y,no,yes,yes,cellular,jul,mon,120.0,6,999,0,nonexistent,no
3922,49,management,married,university.degree,no,yes,no,cellular,jun,mon,339.0,1,999,0,nonexistent,yes
3923,36,admin.,single,university.degree,no,no,no,cellular,aug,tue,260.0,1,999,0,nonexistent,no
3924,31,entrepreneur,single,university.degree,no,no,no,cellular,nov,thu,,3,999,0,nonexistent,no
3925,56,entrepreneur,married,unknown,unknown,no,no,telephone,may,mon,204.0,1,999,0,nonexistent,no
3926,58,retired,married,basic.4y,no,yes,no,cellular,may,wed,358.0,2,999,1,failure,no
3927,31,technician,married,university.degree,no,no,no,cellular,nov,wed,690.0,3,999,0,nonexistent,no
3928,27,student,single,basic.9y,no,no,no,cellular,jul,fri,104.0,1,999,0,nonexistent,no
3929,76,retired,married,university.degree,no,yes,no,cellular,dec,wed,258.0,1,999,0,nonexistent,no
3930,34,housemaid,married,university.degree,no,no,yes,cellular,aug,thu,1152.0,2,6,1,success,no
3931,25,blue-collar,single,basic.9y,unknown,yes,no,telephone,jul,wed,236.0,4,999,0,nonexistent,no
3932,34,technician,single,university.degree,no,no,no,cellular,oct,thu,136.0,1,999,1,failure,yes
3933,88,retired,divorced,basic.4y,no,no,no,cellular,oct,wed,512.0,2,6,1,success,yes
3934,50,admin.,married,university.degree,unknown,yes,no,telephone,jun,tue,93.0,2,999,0,nonexistent,no
3935,33,admin.,married,high.school,no,no,no,cellular,may,wed,105.0,4,999,1,failure,no
3936,36,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,115.0,3,999,0,nonexistent,no
3937,40,admin.,divorced,university.degree,no,yes,no,cellular,apr,wed,84.0,1,999,0,nonexistent,no
3938,40,technician,married,high.school,no,yes,no,cellular,aug,fri,419.0,1,999,0,nonexistent,yes
3939,45,services,married,high.school,unknown,yes,no,cellular,may,fri,250.0,1,999,0,nonexistent,no
3940,30,services,single,high.school,no,no,no,telephone,jun,mon,132.0,6,999,0,nonexistent,no
3941,45,admin.,divorced,basic.9y,unknown,yes,no,cellular,may,thu,355.0,1,999,0,nonexistent,no
3942,54,management,married,university.degree,no,no,no,cellular,aug,thu,11.0,21,999,0,nonexistent,no
3943,31,services,single,high.school,no,yes,no,telephone,may,thu,543.0,12,999,0,nonexistent,no
3944,43,housemaid,married,basic.6y,unknown,yes,no,cellular,jul,thu,188.0,2,999,0,nonexistent,no
3945,35,admin.,married,university.degree,no,yes,no,cellular,aug,fri,193.0,1,999,0,nonexistent,no
3946,34,admin.,single,professional.course,no,no,no,cellular,apr,thu,168.0,2,999,0,nonexistent,no
3947,41,entrepreneur,married,basic.4y,no,no,no,telephone,jul,fri,101.0,1,999,0,nonexistent,no
3948,32,blue-collar,married,high.school,no,no,no,telephone,jun,wed,220.0,1,999,0,nonexistent,no
3949,32,admin.,married,high.school,no,yes,no,telephone,jun,thu,423.0,2,999,0,nonexistent,no
3950,32,blue-collar,single,professional.course,no,yes,no,cellular,jul,fri,165.0,2,999,0,nonexistent,no
3951,30,admin.,single,university.degree,no,no,no,cellular,aug,wed,340.0,2,999,0,nonexistent,no
3952,55,blue-collar,married,high.school,no,no,no,cellular,may,tue,306.0,2,999,0,nonexistent,no
3953,43,unemployed,single,university.degree,no,no,no,telephone,may,mon,404.0,4,999,0,nonexistent,no
3954,43,technician,married,university.degree,no,no,no,cellular,nov,fri,24.0,9,999,0,nonexistent,no
3955,34,blue-collar,single,basic.6y,unknown,yes,no,cellular,may,mon,67.0,1,999,0,nonexistent,no
3956,40,self-employed,married,basic.9y,no,yes,yes,cellular,apr,mon,64.0,4,999,0,nonexistent,no
3957,25,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,tue,599.0,2,999,0,nonexistent,no
3958,23,admin.,married,high.school,no,no,no,cellular,apr,mon,297.0,4,999,0,nonexistent,no
3959,33,admin.,married,university.degree,no,yes,no,cellular,aug,wed,50.0,3,999,0,nonexistent,no
3960,28,unemployed,married,university.degree,no,no,no,cellular,may,wed,176.0,1,999,0,nonexistent,no
3961,45,services,married,high.school,no,no,no,telephone,jul,tue,80.0,2,999,0,nonexistent,no
3962,35,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,188.0,2,999,0,nonexistent,no
3963,19,student,single,basic.9y,no,yes,no,cellular,jul,mon,236.0,2,999,0,nonexistent,no
3964,30,admin.,married,university.degree,no,no,no,cellular,may,tue,22.0,4,999,0,nonexistent,no
3965,39,admin.,married,university.degree,no,no,no,cellular,nov,tue,123.0,2,999,0,nonexistent,no
3966,41,unknown,single,basic.6y,unknown,no,yes,telephone,jun,mon,125.0,1,999,0,nonexistent,no
3967,33,admin.,single,university.degree,no,yes,no,telephone,apr,wed,220.0,1,999,0,nonexistent,no
3968,52,admin.,married,university.degree,no,yes,no,cellular,aug,tue,250.0,1,999,0,nonexistent,no
3969,31,services,single,high.school,no,yes,no,cellular,may,tue,109.0,1,999,0,nonexistent,no
3970,30,management,married,university.degree,no,no,yes,cellular,jul,wed,465.0,2,999,0,nonexistent,no
3971,31,technician,married,professional.course,unknown,yes,yes,telephone,aug,thu,31.0,1,999,0,nonexistent,no
3972,42,admin.,married,university.degree,no,yes,no,cellular,aug,thu,121.0,1,999,0,nonexistent,no
3973,37,management,married,university.degree,no,no,no,cellular,apr,mon,401.0,1,999,0,nonexistent,no
3974,41,admin.,married,university.degree,no,no,no,cellular,sep,mon,800.0,2,999,1,failure,yes
3975,32,housemaid,married,high.school,no,no,no,telephone,jun,thu,264.0,1,999,0,nonexistent,no
3976,39,services,married,basic.9y,no,no,no,telephone,may,wed,274.0,1,999,0,nonexistent,no
3977,46,admin.,married,unknown,unknown,no,no,telephone,may,mon,285.0,1,999,0,nonexistent,no
3978,60,entrepreneur,married,basic.4y,no,yes,no,telephone,may,thu,82.0,1,999,0,nonexistent,no
3979,31,technician,single,basic.9y,no,yes,no,cellular,jul,mon,227.0,2,999,0,nonexistent,no
3980,45,self-employed,married,professional.course,no,no,yes,telephone,jun,thu,128.0,1,999,0,nonexistent,no
3981,54,blue-collar,married,basic.4y,no,yes,yes,cellular,may,fri,192.0,1,999,1,failure,no
3982,27,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,wed,1309.0,4,999,0,nonexistent,yes
3983,32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,605.0,1,999,0,nonexistent,no
3984,53,retired,divorced,basic.9y,no,no,no,telephone,jul,mon,313.0,16,999,0,nonexistent,no
3985,52,technician,married,basic.9y,no,no,no,cellular,jul,tue,162.0,4,999,0,nonexistent,no
3986,34,admin.,married,university.degree,no,no,no,cellular,may,tue,111.0,1,999,1,failure,no
3987,24,blue-collar,single,high.school,no,no,no,cellular,oct,thu,1032.0,1,3,1,success,yes
3988,37,housemaid,married,high.school,no,yes,no,telephone,may,mon,124.0,2,999,0,nonexistent,no
3989,32,technician,single,university.degree,no,yes,no,cellular,aug,thu,76.0,2,999,0,nonexistent,no
3990,44,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,59.0,1,999,0,nonexistent,no
3991,37,services,married,professional.course,unknown,no,no,telephone,may,thu,125.0,4,999,0,nonexistent,no
3992,47,entrepreneur,married,university.degree,no,no,yes,telephone,jun,mon,180.0,1,999,0,nonexistent,no
3993,45,technician,single,university.degree,no,no,no,cellular,may,fri,272.0,1,999,1,failure,no
3994,29,technician,single,university.degree,no,yes,no,telephone,jul,thu,109.0,1,999,0,nonexistent,no
3995,28,technician,single,professional.course,no,yes,no,telephone,may,thu,760.0,2,999,0,nonexistent,no
3996,47,technician,married,basic.9y,no,unknown,unknown,cellular,jul,tue,1569.0,1,999,0,nonexistent,no
3997,30,admin.,single,university.degree,no,no,yes,cellular,jul,tue,127.0,2,999,0,nonexistent,no
3998,37,unemployed,married,professional.course,no,no,no,telephone,jun,fri,119.0,1,999,0,nonexistent,no
3999,47,technician,single,professional.course,no,yes,no,cellular,aug,thu,396.0,3,999,0,nonexistent,no
4000,36,technician,married,professional.course,no,yes,no,cellular,aug,thu,45.0,3,999,0,nonexistent,no
4001,77,management,married,unknown,no,yes,no,cellular,aug,fri,160.0,1,3,6,success,yes
4002,63,retired,married,professional.course,no,yes,no,cellular,apr,wed,387.0,2,999,0,nonexistent,yes
4003,51,admin.,divorced,university.degree,no,no,no,cellular,nov,thu,267.0,1,999,0,nonexistent,no
4004,41,admin.,married,unknown,unknown,no,no,telephone,may,tue,185.0,12,999,0,nonexistent,no
4005,29,blue-collar,single,high.school,no,yes,no,telephone,may,fri,803.0,1,999,0,nonexistent,yes
4006,58,admin.,married,professional.course,no,yes,no,cellular,apr,thu,98.0,4,999,2,failure,no
4007,31,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,662.0,1,999,0,nonexistent,yes
4008,36,management,single,university.degree,no,yes,no,cellular,nov,tue,240.0,3,999,1,failure,no
4009,75,retired,married,basic.4y,no,no,no,cellular,apr,tue,186.0,2,999,0,nonexistent,no
4010,30,blue-collar,single,basic.9y,no,yes,no,telephone,may,mon,157.0,3,999,0,nonexistent,no
4011,44,services,married,high.school,no,unknown,unknown,telephone,may,tue,158.0,1,999,0,nonexistent,no
4012,34,admin.,married,high.school,no,yes,no,cellular,may,tue,109.0,3,999,0,nonexistent,no
4013,60,housemaid,married,basic.4y,no,no,no,cellular,aug,fri,270.0,4,6,4,failure,no
4014,31,technician,married,professional.course,no,yes,no,cellular,aug,thu,104.0,3,999,0,nonexistent,no
4015,47,admin.,married,university.degree,no,yes,no,cellular,nov,mon,138.0,1,999,1,failure,no
4016,42,self-employed,married,university.degree,no,no,no,telephone,jun,mon,180.0,3,999,0,nonexistent,no
4017,28,services,married,high.school,no,no,no,cellular,jul,fri,64.0,2,999,0,nonexistent,no
4018,46,technician,married,professional.course,no,no,no,cellular,aug,thu,81.0,2,999,0,nonexistent,no
4019,44,admin.,married,university.degree,no,yes,no,cellular,jul,tue,263.0,2,999,0,nonexistent,no
4020,36,management,married,university.degree,unknown,yes,no,telephone,jul,thu,28.0,1,999,0,nonexistent,no
4021,33,blue-collar,single,basic.9y,no,no,no,cellular,may,mon,410.0,2,999,1,failure,no
4022,34,technician,married,professional.course,no,yes,yes,telephone,may,fri,224.0,3,999,0,nonexistent,no
4023,34,blue-collar,married,basic.4y,no,yes,no,telephone,may,thu,139.0,1,999,0,nonexistent,no
4024,43,blue-collar,married,high.school,no,yes,no,cellular,may,fri,48.0,1,999,0,nonexistent,no
4025,29,technician,single,high.school,no,no,no,cellular,aug,thu,225.0,4,999,0,nonexistent,no
4026,44,technician,single,professional.course,no,yes,yes,cellular,jul,thu,123.0,1,999,0,nonexistent,no
4027,34,admin.,married,university.degree,no,no,yes,cellular,aug,tue,128.0,2,999,0,nonexistent,no
4028,42,management,divorced,university.degree,no,yes,no,cellular,may,thu,146.0,1,999,1,failure,no
4029,36,technician,single,high.school,no,yes,no,cellular,may,thu,426.0,1,999,0,nonexistent,no
4030,40,services,single,high.school,no,no,no,cellular,apr,mon,275.0,1,999,0,nonexistent,no
4031,34,admin.,single,high.school,no,no,no,cellular,nov,wed,347.0,1,999,0,nonexistent,no
4032,38,admin.,married,high.school,no,yes,yes,cellular,may,fri,159.0,1,999,0,nonexistent,no
4033,44,technician,married,high.school,no,no,no,cellular,jul,wed,92.0,1,999,0,nonexistent,no
4034,39,housemaid,married,university.degree,no,yes,no,telephone,may,tue,260.0,1,999,0,nonexistent,no
4035,34,technician,single,professional.course,unknown,yes,no,cellular,jul,wed,409.0,2,999,0,nonexistent,no
4036,22,admin.,single,university.degree,no,yes,no,telephone,jul,mon,484.0,1,999,2,failure,yes
4037,31,admin.,married,university.degree,no,no,yes,cellular,aug,mon,35.0,10,999,0,nonexistent,no
4038,56,services,married,high.school,unknown,no,no,telephone,may,tue,135.0,3,999,0,nonexistent,no
4039,31,entrepreneur,married,high.school,no,yes,no,telephone,may,thu,168.0,1,999,0,nonexistent,no
4040,73,retired,married,basic.4y,no,yes,no,telephone,oct,wed,185.0,1,999,0,nonexistent,no
4041,44,blue-collar,married,basic.6y,no,yes,yes,cellular,apr,mon,7.0,6,999,0,nonexistent,no
4042,58,technician,divorced,university.degree,no,no,no,cellular,may,thu,181.0,1,999,0,nonexistent,no
4043,28,blue-collar,married,basic.9y,unknown,no,yes,cellular,jul,mon,145.0,3,999,0,nonexistent,no
4044,56,entrepreneur,married,university.degree,no,yes,no,cellular,sep,thu,105.0,2,999,0,nonexistent,no
4045,35,student,single,high.school,no,no,no,telephone,may,mon,135.0,1,999,0,nonexistent,no
4046,46,admin.,divorced,professional.course,no,no,yes,cellular,jul,mon,155.0,2,999,0,nonexistent,no
4047,47,entrepreneur,married,professional.course,no,no,no,telephone,may,tue,400.0,2,999,0,nonexistent,no
4048,57,technician,married,university.degree,unknown,no,no,cellular,aug,thu,23.0,7,999,0,nonexistent,no
4049,25,admin.,single,basic.9y,no,yes,no,cellular,jul,thu,8.0,27,999,0,nonexistent,no
4050,31,entrepreneur,single,basic.9y,no,no,no,telephone,may,wed,232.0,4,999,0,nonexistent,no
4051,31,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,tue,160.0,2,999,1,failure,no
4052,24,admin.,single,university.degree,no,no,no,cellular,jun,fri,255.0,2,999,0,nonexistent,yes
4053,49,technician,married,professional.course,no,no,no,telephone,may,thu,269.0,1,999,0,nonexistent,no
4054,42,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,290.0,2,999,1,failure,no
4055,25,services,single,high.school,no,yes,no,telephone,jun,mon,162.0,1,999,0,nonexistent,no
4056,48,management,married,university.degree,no,yes,no,telephone,jun,thu,141.0,1,999,0,nonexistent,no
4057,41,entrepreneur,married,university.degree,no,yes,no,telephone,may,wed,1138.0,1,999,0,nonexistent,yes
4058,64,admin.,married,high.school,no,yes,no,cellular,oct,fri,427.0,1,999,1,failure,yes
4059,34,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,132.0,8,999,0,nonexistent,no
4060,22,blue-collar,single,basic.6y,no,no,no,cellular,jul,fri,100.0,4,999,0,nonexistent,no
4061,33,self-employed,married,basic.9y,unknown,yes,no,cellular,jul,thu,226.0,1,999,0,nonexistent,no
4062,24,technician,single,professional.course,no,no,no,telephone,may,tue,421.0,2,999,0,nonexistent,no
4063,52,management,divorced,university.degree,no,yes,no,cellular,nov,mon,89.0,2,999,1,failure,no
4064,31,unemployed,married,professional.course,no,yes,no,cellular,may,tue,32.0,1,999,0,nonexistent,no
4065,33,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,235.0,2,999,1,failure,no
4066,32,technician,divorced,professional.course,no,yes,no,cellular,may,tue,493.0,10,999,0,nonexistent,no
4067,34,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,363.0,1,999,0,nonexistent,no
4068,48,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,130.0,1,999,0,nonexistent,no
4069,32,admin.,married,high.school,no,no,no,cellular,aug,wed,96.0,1,999,0,nonexistent,no
4070,34,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,211.0,2,999,1,failure,no
4071,59,admin.,married,university.degree,no,no,yes,cellular,sep,wed,193.0,1,3,1,success,yes
4072,31,admin.,married,high.school,no,no,no,cellular,jul,thu,634.0,1,999,0,nonexistent,yes
4073,29,blue-collar,single,high.school,no,yes,yes,telephone,may,thu,886.0,2,999,0,nonexistent,no
4074,41,blue-collar,divorced,unknown,no,yes,no,telephone,jul,tue,351.0,11,999,0,nonexistent,no
4075,29,admin.,married,university.degree,no,no,no,telephone,jun,fri,39.0,4,999,0,nonexistent,no
4076,60,admin.,divorced,high.school,unknown,yes,no,cellular,may,fri,83.0,1,999,1,failure,no
4077,27,admin.,single,university.degree,no,yes,no,cellular,may,fri,680.0,1,999,1,failure,no
4078,32,technician,married,university.degree,no,yes,no,cellular,nov,mon,105.0,1,999,0,nonexistent,no
4079,42,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,190.0,3,999,0,nonexistent,no
4080,51,management,divorced,university.degree,no,no,no,telephone,may,tue,269.0,10,999,0,nonexistent,no
4081,32,blue-collar,married,basic.4y,no,no,no,telephone,nov,tue,194.0,2,999,0,nonexistent,no
4082,45,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,395.0,6,999,0,nonexistent,no
4083,59,management,married,university.degree,no,yes,no,cellular,aug,tue,210.0,2,999,1,failure,no
4084,31,technician,single,professional.course,no,no,no,cellular,aug,thu,231.0,3,999,0,nonexistent,no
4085,30,self-employed,single,university.degree,no,no,no,cellular,jun,tue,147.0,3,999,1,failure,no
4086,20,student,single,basic.4y,no,yes,no,cellular,aug,wed,267.0,1,999,0,nonexistent,yes
4087,39,entrepreneur,married,professional.course,no,no,no,telephone,sep,wed,511.0,3,6,1,success,yes
4088,53,housemaid,divorced,basic.6y,unknown,unknown,unknown,telephone,may,fri,85.0,2,999,0,nonexistent,no
4089,29,blue-collar,married,basic.9y,no,yes,yes,telephone,jul,fri,437.0,7,999,0,nonexistent,no
4090,50,entrepreneur,divorced,university.degree,no,yes,no,telephone,oct,tue,898.0,7,11,2,success,yes
4091,34,housemaid,single,high.school,no,no,no,cellular,may,tue,351.0,7,999,1,failure,no
4092,39,services,divorced,high.school,no,no,no,cellular,jul,thu,151.0,2,999,0,nonexistent,no
4093,35,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,tue,178.0,1,999,0,nonexistent,no
4094,50,management,married,basic.6y,no,no,no,cellular,apr,fri,324.0,4,999,0,nonexistent,no
4095,57,management,divorced,university.degree,no,no,no,telephone,may,fri,111.0,1,999,0,nonexistent,no
4096,51,management,married,university.degree,no,yes,yes,telephone,jun,mon,409.0,2,999,0,nonexistent,no
4097,29,services,single,high.school,no,no,no,telephone,may,thu,689.0,2,999,0,nonexistent,no
4098,40,technician,single,university.degree,no,no,no,cellular,aug,tue,203.0,1,999,0,nonexistent,no
4099,51,admin.,married,high.school,no,no,no,cellular,nov,tue,132.0,1,999,0,nonexistent,no
4100,60,entrepreneur,married,unknown,no,no,no,cellular,aug,thu,130.0,2,999,0,nonexistent,no
4101,34,blue-collar,single,basic.9y,no,no,no,cellular,apr,wed,394.0,1,999,0,nonexistent,no
4102,46,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,thu,516.0,9,999,0,nonexistent,no
4103,46,entrepreneur,married,professional.course,no,yes,yes,cellular,apr,fri,65.0,3,999,0,nonexistent,no
4104,56,technician,divorced,basic.6y,no,yes,no,cellular,jul,mon,120.0,4,999,0,nonexistent,no
4105,36,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jul,mon,102.0,14,999,0,nonexistent,no
4106,49,management,divorced,university.degree,no,yes,no,telephone,aug,mon,26.0,1,999,0,nonexistent,no
4107,55,admin.,married,high.school,no,yes,no,cellular,mar,wed,106.0,2,999,1,failure,yes
4108,38,housemaid,married,university.degree,no,yes,no,cellular,may,wed,90.0,1,999,0,nonexistent,no
4109,41,housemaid,married,basic.6y,no,no,no,telephone,may,thu,142.0,1,999,0,nonexistent,no
4110,47,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,159.0,1,999,0,nonexistent,no
4111,43,technician,married,professional.course,unknown,no,no,cellular,aug,tue,471.0,4,999,0,nonexistent,no
4112,31,admin.,single,high.school,no,yes,no,cellular,nov,fri,369.0,2,999,0,nonexistent,no
4113,38,admin.,married,high.school,no,yes,yes,cellular,aug,mon,90.0,2,999,0,nonexistent,no
4114,50,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,78.0,1,999,0,nonexistent,no
4115,35,admin.,single,basic.6y,no,yes,yes,telephone,jun,fri,613.0,1,999,0,nonexistent,no
4116,35,blue-collar,married,basic.6y,no,no,no,cellular,may,mon,249.0,1,999,0,nonexistent,no
4117,36,management,married,basic.9y,no,yes,no,cellular,may,wed,503.0,2,999,1,failure,no
4118,37,admin.,married,university.degree,no,no,no,telephone,may,mon,,1,999,0,nonexistent,no
4119,50,entrepreneur,married,university.degree,unknown,yes,no,cellular,nov,mon,77.0,1,3,1,success,no
4120,52,retired,divorced,basic.4y,no,yes,yes,telephone,may,wed,485.0,1,999,0,nonexistent,no
4121,52,entrepreneur,married,university.degree,unknown,yes,no,telephone,may,fri,541.0,5,999,0,nonexistent,no
4122,39,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,213.0,1,999,0,nonexistent,no
4123,37,technician,single,university.degree,no,no,no,telephone,may,thu,500.0,1,999,0,nonexistent,no
4124,28,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,243.0,2,999,0,nonexistent,no
4125,56,retired,married,basic.4y,no,no,no,telephone,may,tue,55.0,2,999,0,nonexistent,no
4126,47,admin.,married,basic.9y,no,yes,yes,telephone,jul,thu,43.0,4,999,0,nonexistent,no
4127,58,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,23.0,3,999,0,nonexistent,no
4128,41,unemployed,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,271.0,3,999,0,nonexistent,no
4129,43,management,married,professional.course,no,yes,no,telephone,may,tue,310.0,1,999,0,nonexistent,no
4130,29,technician,single,university.degree,no,yes,yes,cellular,may,fri,437.0,3,999,0,nonexistent,yes
4131,26,services,single,high.school,no,no,yes,cellular,jul,thu,126.0,1,999,0,nonexistent,no
4132,39,unemployed,married,high.school,no,no,no,telephone,may,fri,241.0,1,999,0,nonexistent,no
4133,40,admin.,married,high.school,no,no,no,cellular,aug,tue,119.0,1,999,0,nonexistent,no
4134,33,admin.,divorced,high.school,no,no,no,telephone,nov,wed,50.0,4,999,0,nonexistent,no
4135,36,admin.,married,high.school,no,yes,no,cellular,may,mon,329.0,2,999,0,nonexistent,no
4136,29,admin.,married,university.degree,no,yes,no,cellular,aug,wed,216.0,1,999,0,nonexistent,no
4137,43,management,married,university.degree,no,yes,no,cellular,apr,mon,87.0,2,999,1,failure,no
4138,31,admin.,married,high.school,no,no,no,cellular,nov,tue,204.0,2,999,0,nonexistent,no
4139,45,management,married,university.degree,no,no,yes,cellular,nov,wed,391.0,2,999,0,nonexistent,no
4140,34,admin.,single,professional.course,no,no,no,cellular,apr,wed,174.0,1,999,0,nonexistent,no
4141,29,blue-collar,married,unknown,unknown,no,no,telephone,jun,wed,243.0,1,999,0,nonexistent,no
4142,38,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,228.0,1,999,0,nonexistent,no
4143,46,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,329.0,3,999,0,nonexistent,no
4144,54,technician,married,basic.9y,no,no,no,cellular,nov,wed,198.0,3,999,0,nonexistent,no
4145,30,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,thu,420.0,4,999,0,nonexistent,no
4146,42,technician,single,unknown,no,yes,no,telephone,nov,tue,115.0,4,999,0,nonexistent,no
4147,31,services,married,high.school,no,no,yes,cellular,apr,wed,195.0,6,999,0,nonexistent,no
4148,57,retired,married,university.degree,no,yes,yes,cellular,nov,mon,1132.0,2,999,0,nonexistent,yes
4149,38,technician,married,professional.course,no,no,yes,cellular,mar,thu,196.0,2,999,0,nonexistent,yes
4150,38,management,divorced,high.school,no,yes,no,cellular,nov,thu,149.0,3,999,0,nonexistent,no
4151,35,admin.,married,high.school,no,yes,no,cellular,may,wed,43.0,1,999,0,nonexistent,no
4152,40,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,21.0,5,999,0,nonexistent,no
4153,32,technician,married,professional.course,no,no,no,cellular,nov,thu,147.0,2,999,0,nonexistent,no
4154,47,admin.,married,university.degree,no,yes,no,cellular,aug,wed,129.0,2,999,0,nonexistent,no
4155,44,blue-collar,married,basic.9y,no,no,no,telephone,jul,mon,214.0,3,999,0,nonexistent,no
4156,33,blue-collar,single,basic.9y,no,yes,yes,cellular,may,thu,468.0,2,999,1,failure,no
4157,59,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,166.0,1,999,0,nonexistent,no
4158,26,admin.,married,high.school,no,yes,no,cellular,oct,mon,703.0,1,999,0,nonexistent,yes
4159,25,student,single,high.school,no,yes,no,cellular,nov,mon,61.0,3,999,0,nonexistent,no
4160,47,admin.,married,unknown,no,no,yes,cellular,apr,wed,764.0,2,999,0,nonexistent,no
4161,57,blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,fri,182.0,1,999,0,nonexistent,no
4162,48,blue-collar,married,basic.9y,no,yes,no,cellular,apr,wed,1032.0,3,999,2,failure,yes
4163,41,admin.,married,professional.course,no,no,no,cellular,apr,mon,9.0,2,999,0,nonexistent,no
4164,34,management,married,university.degree,no,yes,no,telephone,may,tue,99.0,2,999,0,nonexistent,no
4165,53,blue-collar,married,basic.9y,unknown,yes,yes,cellular,aug,thu,64.0,1,999,0,nonexistent,no
4166,48,unemployed,divorced,basic.4y,no,no,yes,telephone,jun,mon,119.0,2,999,0,nonexistent,no
4167,41,management,married,university.degree,no,yes,no,cellular,nov,mon,155.0,1,999,1,failure,no
4168,21,services,single,unknown,no,yes,no,telephone,aug,mon,28.0,1,999,0,nonexistent,no
4169,30,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,97.0,4,999,0,nonexistent,no
4170,27,blue-collar,single,high.school,no,yes,no,cellular,jun,mon,148.0,2,4,1,success,yes
4171,27,blue-collar,single,basic.6y,no,yes,yes,telephone,jun,fri,187.0,2,999,0,nonexistent,no
4172,46,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,76.0,3,999,0,nonexistent,no
4173,46,admin.,divorced,university.degree,no,no,no,telephone,may,fri,897.0,1,999,0,nonexistent,yes
4174,37,housemaid,single,university.degree,no,no,no,cellular,oct,tue,296.0,3,999,0,nonexistent,yes
